Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description
772;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Total Agricultural Land Holders St
773;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Total Agricultural Land Holders St
774;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Total Agricultural Land Holders Others
775;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Total Agricultural Land Holders Others
776;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Total Agricultural Land Holders Others
777;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Total Agricultural Land Holders Others
778;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Total Agricultural Land Holders Others
779;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Total Agricultural Land Holders Others
780;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Total Agricultural Land Holders Others
781;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Total Agricultural Land Holders Others
782;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Total Agricultural Land Holders Total
783;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Total Agricultural Land Holders Total
784;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Total Agricultural Land Holders Total
785;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Total Agricultural Land Holders Total
786;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Total Agricultural Land Holders Total
787;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Total Agricultural Land Holders Total
788;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Total Agricultural Land Holders Total
789;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Total Agricultural Land Holders Total
790;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Indigenous Breed,Cattle
791;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Exotic Breed,Cattle
792;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Cross Breed,Cattle
793;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Total,Cattle
794;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Bufaloes
795;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Indigenous Breed,Sheep
796;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Exotic Breed,Sheep
797;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Cross Breed,Sheep
798;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Total,Sheep
799;5;Fisheries;5.1;Livestock Census 2012;Goats
800;5;Fisheries;5.1;Livestock Census 2012;Indigenous Breed,Pigs
801;5;Fisheries;5.1;Livestock Census 2012;Exotic Breed,Pigs
802;5;Fisheries;5.1;Livestock Census 2012;Cross Breed,Pigs
803;5;Fisheries;5.1;Livestock Census 2012;Total,Pigs
804;5;Fisheries;5.1;Livestock Census 2012;Rabbits
805;5;Fisheries;5.1;Livestock Census 2012;Dogs
806;5;Fisheries;5.1;Livestock Census 2012;Others
807;5;Fisheries;5.1;Livestock Census 2012;Total Livestock
808;5;Fisheries;5.1;Livestock Census 2012;Total Poultry
809;5;Fisheries;5.1;Livestock Census 2012;% of Total Livestock to state total
810;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Veterinary Hospitals
811;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Dispensaries
812;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Primary Veterinary Centers
813;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Mobile Dispensaries
814;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Artificial Insemination Centers
815;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Others
816;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Total
817;5;Fisheries;5.3;Artificial Insemination and Dairy Production 2019-20;Artificially Inseminated Animals
818;5;Fisheries;5.3;Artificial Insemination and Dairy Production 2019-20;Animals Treated
819;5;Fisheries;5.3;Artificial Insemination and Dairy Production 2019-20;Production of Milk In Thousand Tonnes
820;5;Fisheries;5.3;Artificial Insemination and Dairy Production 2019-20;Production of Eggs In Lakhs
821;5;Fisheries;5.3;Artificial Insemination and Dairy Production 2019-20;Meat Production In Tonnes
822;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Fish catch In Tonnes
823;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Number,Ice Plants
824;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Capacity M.Tonnes day,Ice Plants
825;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Number,Cold storage Centres
826;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Capacity M.Tonnes day,Cold storage Centres
827;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Tanks of Panchayth Raj,No. of Fishing Tanks
828;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Tanks of Minor Irrigation Department,No. of Fishing Tanks
829;5;Fisheries;5.4;Fisheries 2019-20;Full Time,No of Families involved in fishing
830;5;Fisheries;5.4;Fisheries 2019-20;Part Time,No of Families involved in fishing
831;5;Fisheries;5.4;Fisheries 2019-20;No. of Beneficiaries under Matsyashraya Yojane
832;5;Fisheries;5.4;Fisheries 2019-20;No of Fishlets In Lakhs
833;5;Fisheries;5.4;Fisheries 2019-20;No of Fish Markets
834;6;Industries;6.1;Number of Factories and Employees on 31-03-2020 Cumulative;Factories,Readymade Garments
835;6;Industries;6.1;Number of Factories and Employees on 31-03-2020 Cumulative;Male,Employees,Readymade Garments
836;6;Industries;6.1;Number of Factories and Employees on 31-03-2020 Cumulative;Female,Employees,Readymade Garments
837;6;Industries;6.1;Number of Factories and Employees on 31-03-2020 Cumulative;Factories,Textiles
838;6;Industries;6.1;Number of Factories and Employees on 31-03-2020 Cumulative;Male,Employees,Textiles
839;6;Industries;6.1;Number of Factories and Employees on 31-03-2020 Cumulative;Female,Employees,Textiles
840;6;Industries;6.1;Number of Factories and Employees on 31-03-2020 Cumulative;Factories,Chemical
841;6;Industries;6.1;Number of Factories and Employees on 31-03-2020 Cumulative;Male,Employees,Chemical
842;6;Industries;6.1;Number of Factories and Employees on 31-03-2020 Cumulative;Female,Employees,Chemical
843;6;Industries;6.1;Number of Factories Employees on 31-03-2020 Cumulative;Factories,Engineering
844;6;Industries;6.1;Number of Factories Employees on 31-03-2020 Cumulative;Male,Employees,Engineering
845;6;Industries;6.1;Number of Factories Employees on 31-03-2020 Cumulative;Female,Employees,Engineering
846;6;Industries;6.1;Number of Factories Employees on 31-03-2020 Cumulative;Factories,Others
847;6;Industries;6.1;Number of Factories Employees on 31-03-2020 Cumulative;Male,Employees,Others
848;6;Industries;6.1;Number of Factories Employees on 31-03-2020 Cumulative;Female,Employees,Others
849;6;Industries;6.1;Number of Factories Employees on 31-03-2020 Cumulative;Factories,Total
850;6;Industries;6.1;Number of Factories Employees on 31-03-2020 Cumulative;Male,Employees,Total
851;6;Industries;6.1;Number of Factories Employees on 31-03-2020 Cumulative;Female,Employees,Total
852;6;Industries;6.1;Of the total New Factories started in 2019-20 and their Employees;Factories
853;6;Industries;6.1;Of the total New Factories started in 2019-20 and their Employees;Male,Employees
854;6;Industries;6.1;Of the total New Factories started in 2019-20 and their Employees;Female,Employees
855;6;Industries;6.1;Of the total New Factories started in 2019-20 and their Employees;Total,Employees
856;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;No.,Automobiles
857;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Male,Employees,Automobiles
858;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Female,Employees,Automobiles
859;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Total,Employees,Automobiles
860;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;No.,Electricals Electronics
861;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Male,Employees,Electricals Electronics
862;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Female,Employees,Electricals Electronics
863;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Total,Employees,Electricals Electronics
864;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;No.,Chemicals
865;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Male,Employees,Chemicals
866;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Female,Employees,Chemicals
867;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Total,Employees,Chemicals
868;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;No.,Food Intoxicants
869;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Male,Employees,Food Intoxicants
870;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Female,Employees,Food Intoxicants
871;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Total,Employees,Food Intoxicants
872;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;No.,Leather
873;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Male,Employees,Leather
874;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Female,Employees,Leather
875;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Total,Employees,Leather
876;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;No.,Paper and Printing
877;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Male,Employees,Paper and Printing
878;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Female,Employees,Paper and Printing
879;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Total,Employees,Paper and Printing
880;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;No.,Rubber and plastic
881;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Male,Employees,Rubber and plastic
882;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Female,Employees,Rubber and plastic
883;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Total,Employees,Rubber and plastic
884;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;No.,Textiles
885;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Male,Employees,Textiles
886;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Female,Employees,Textiles
887;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Total,Employees,Textiles
888;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;No.,Wood
889;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Male,Employees,Wood
890;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Female,Employees,Wood
891;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Total,Employees,Wood
892;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;No.,Others
893;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Male,Employees,Others
894;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Female,Employees,Others
895;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Total,Employees,Others
896;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;No.,Other Service Activities
897;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Male,Employees,Other Service Activities
898;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Female,Employees,Other Service Activities
899;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Total,Employees,Other Service Activities
900;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;No.,Total
901;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;% of Industries to state total,Total
902;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Male,Employees,Total
903;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Female,Employees,Total
904;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Total,Employees,Total
905;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;% of Employment to State total,Total
906;6;Industries;6.2;Of the Total New Small Scale Industries started in 2019-20 and their Employees;No.
907;6;Industries;6.2;Of the Total New Small Scale Industries started in 2019-20 and their Employees;Male,Employees
908;6;Industries;6.2;Of the Total New Small Scale Industries started in 2019-20 and their Employees;Female,Employees
909;6;Industries;6.2;Of the Total New Small Scale Industries started in 2019-20 and their Employees;Total,Employees
910;6;Industries;6.3;No. of Working Factories and Cane Crushed 2019-20;Working Factories Nos,No. of Working Factories and Cane Crushed
911;6;Industries;6.3;No. of Working Factories and Cane Crushed 2019-20;Cane rushed In MTs,No. of Working Factories and Cane Crushed
912;6;Industries;6.3;No. of Working Factories and Cane Crushed 2019-20;Sugar Produced In MTs,No. of Working Factories and Cane Crushed
913;6;Industries;6.3;No. of Working Factories and Cane Crushed 2019-20;No of Enterprises engaged in Trade Hotels and Transport activities per 2015 Economic Census
914;6;Industries;6.4;Number of Industrial Estates Sheds and Plots on 31-03-2020;Estates,Factories
915;6;Industries;6.4;Number of Industrial Estates Sheds and Plots on 31-03-2020;Sheds,Factories
916;6;Industries;6.4;Number of Industrial Estates Sheds and Plots on 31-03-2020;Plots,Factories
917;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;No. of Branches,Regional Rural Banks In Lakhs
918;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;No. of ATMs,Regional Rural Banks In Lakhs
919;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;Agriculture Sector Loan,Regional Rural Banks In Lakhs
920;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;Industrial Sector Loan,Regional Rural Banks In Lakhs
921;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;Service Sector Loan,Regional Rural Banks In Lakhs
922;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;Other Loans,Regional Rural Banks In Lakhs
923;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;Total Loans,Regional Rural Banks In Lakhs
924;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;Deposits,Regional Rural Banks In Lakhs
925;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;No. of Branches,Public Sector Banks In Lakhs
926;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;No. of ATMs,Public Sector Banks In Lakhs
927;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Agriculture Sector Loan,Public Sector Banks In Lakhs
928;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Industrial Sector Loan,Public Sector Banks In Lakhs
929;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Service Sector Loan,Public Sector Banks In Lakhs
930;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Other Loans,Public Sector Banks In Lakhs
931;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Total Loans,Public Sector Banks In Lakhs
932;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Deposits,Public Sector Banks In Lakhs
933;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;No. of Branches,Foreign Banks In Lakhs
934;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;No. of ATMs,Foreign Banks In Lakhs
935;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Agriculture Sector Loan,Foreign Banks In Lakhs
936;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Industrial Sector Loan,Foreign Banks In Lakhs
937;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Service Sector Loan,Foreign Banks In Lakhs
938;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Other Loans,Foreign Banks In Lakhs
939;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Total Loans,Foreign Banks In Lakhs
940;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Deposits,Foreign Banks In Lakhs
941;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;No. of Branches,Private Sector Banks In Lakhs
942;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;No. of ATMs,Private Sector Banks In Lakhs
943;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;Agriculture Sector Loan,Private Sector Banks In Lakhs
944;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;Industrial Sector Loan,Private Sector Banks In Lakhs
945;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;Service Sector Loan,Private Sector Banks In Lakhs
946;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;Other Loans,Private Sector Banks In Lakhs
947;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;Total Loans,Private Sector Banks In Lakhs
948;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;Deposits,Private Sector Banks In Lakhs
949;8;Co-Operation and Agricultural Marketing;8.1;Dcc Banks 2019-20;No. of Dcc Bank Branches,In Lakhs
950;8;Co-Operation and Agricultural Marketing;8.1;Dcc Banks 2019-20;No of Members Availed Loan,In Lakhs
951;8;Co-Operation and Agricultural Marketing;8.1;Dcc Banks 2019-20;Agriculture Loan,In Lakhs
952;8;Co-Operation and Agricultural Marketing;8.1;Dcc Banks 2019-20;Other Loan,In Lakhs
953;8;Co-Operation and Agricultural Marketing;8.1;Dcc Banks 2019-20;Total Loan,In Lakhs
954;8;Co-Operation and Agricultural Marketing;8.1;Dcc Banks 2019-20;Deposits,In Lakhs
955;8;Co-Operation and Agricultural Marketing;8.2;Kscard Pld Banks 2019-20 Rs. In Lakhs;No. of Pld Banks
956;8;Co-Operation and Agricultural Marketing;8.2;Kscard Pld Banks 2019-20 Rs. In Lakhs;No of Members Availed Loan
957;8;Co-Operation and Agricultural Marketing;8.2;Kscard Pld Banks 2019-20 Rs. In Lakhs;Agriculture Loan
958;8;Co-Operation and Agricultural Marketing;8.2;Kscard Pld Banks 2019-20 Rs. In Lakhs;Other Loan
959;8;Co-Operation and Agricultural Marketing;8.2;Kscard Pld Banks 2019-20 Rs. In Lakhs;Total Loan
960;8;Co-Operation and Agricultural Marketing;8.2;Kscard Pld Banks 2019-20 Rs. In Lakhs;Deposits
961;8;Co-Operation and Agricultural Marketing;8.3;Credit Co-operative Societies on 31-03-2020 In Cumulative Numbers;Society,Agricultural
962;8;Co-Operation and Agricultural Marketing;8.3;Credit Co-operative Societies on 31-03-2020 In Cumulative Numbers;Members,Agricultural
963;8;Co-Operation and Agricultural Marketing;8.3;Credit Co-operative Societies on 31-03-2020 In Cumulative Numbers;Society,Non-Agricultural
964;8;Co-Operation and Agricultural Marketing;8.3;Credit Co-operative Societies on 31-03-2020 In Cumulative Numbers;Members,Non-Agricultural
965;8;Co-Operation and Agricultural Marketing;8.3;Credit Co-operative Societies on 31-03-2020 In Cumulative Numbers;Society,Total
966;8;Co-Operation and Agricultural Marketing;8.3;Credit Co-operative Societies on 31-03-2020 In Cumulative Numbers;Members,Total
967;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Society,Marketin
968;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Members,Marketin
969;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Society,Housing
970;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Members,Housing
971;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Society,Milk
972;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Member,Milk
973;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Society,Others
974;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Members,Others
975;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Socie,Total
976;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Members,Total
977;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Multiaxled Airculated Vehicles,Goods Vehicles
978;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Trucks and Lorries,Goods Vehicles
979;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Four Wheelers,Goods Vehicles
980;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Wheelers,Goods Vehicles
981;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Total,Goods Vehicles
982;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Stage Carriag,Buses
983;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Contract Vehicles,Buses
984;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Private Service Vehicles,Buses
985;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Educational Institution Vehicles,Buses
986;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Other Buses,Buses
987;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Total Buses
988;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Motor Cabs,Taxies
989;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Maxi Cabs,Taxies
990;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Other Cabs,Taxies
991;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Seated Vehicles Auto Rickshaws,Passengers Vehicles
992;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Four to Six Seated Vehiclea,Passengers Vehicles
993;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Scooters,Two Wheelers
994;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Mopeds,Two Wheelers
995;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Motor Cycles,Two Wheelers
996;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Total,Two Wheelers
997;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Cars,Motor Vehicles
998;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Jeep,Motor Vehicles
999;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Omni Bus,Motor Vehicles
1000;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Tractors,Motor Vehicles
1001;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Tillers,Motor Vehicles
1002;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Vehicles For Carrying Construction Materials
1003;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Others Vehicles
1004;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Total Motor Vehicles
1005;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;% of total motor vehicles to the state total
1006;9;Transport and Communication;9.2;P.w.d Road Length on 31-03-2020 In Kms. Cumulative;National Highway
1007;9;Transport and Communication;9.2;P.w.d Road Length on 31-03-2020 In Kms. Cumulative;State Highway
1008;9;Transport and Communication;9.2;P.w.d Road Length on 31-03-2020 In Kms. Cumulative;Major District Roads
1009;9;Transport and Communication;9.2;P.w.d Road Length on 31-03-2020 In Kms. Cumulative;Major Bridges in Nos.
1010;9;Transport and Communication;9.2;P.w.d Road Length on 31-03-2020 In Kms. Cumulative;Length of Railway Lines
1011;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;Pucca Road,Panchayat Roads,Length of Rural Roads In Kms.
1012;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;Water Bound Macadam Road,Panchayat Roads,Length of Rural Roads In Kms.
1013;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;Kaccha Road,Panchayat Roads,Length of Rural Roads In Kms.
1014;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;Total Road,Panchayat Roads,Length of Rural Roads In Kms.
1015;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;Total No.of Habitations,No.of Habitations access to all weather roads
